rid,set,trial,truth,truth_AI,attr,fluency,credibility,p_ai_subj,brier,fluency_c,credibility_c
R_84GcHMb6rEiWbpv,A,9,AI,1,5,6.4,5.0,0.0,1.0,0.9524137931034486,-0.008620689655172598
R_84GcHMb6rEiWbpv,A,10,Human,0,4,5.2,4.0,0.25,0.0625,-0.24758620689655153,-1.0086206896551726
R_84GcHMb6rEiWbpv,A,11,AI,1,1,6.6,5.0,1.0,0.0,1.152413793103448,-0.008620689655172598
R_84GcHMb6rEiWbpv,A,12,Human,0,2,5.0,3.6666666666666665,0.75,0.5625,-0.4475862068965517,-1.341954022988506
R_84GcHMb6rEiWbpv,A,13,AI,1,1,6.2,5.0,1.0,0.0,0.7524137931034485,-0.008620689655172598
R_84GcHMb6rEiWbpv,A,14,Human,0,4,5.4,4.0,0.25,0.0625,-0.04758620689655135,-1.0086206896551726
R_84GcHMb6rEiWbpv,A,15,AI,1,3,5.4,3.6666666666666665,0.5,0.25,-0.04758620689655135,-1.341954022988506
R_84GcHMb6rEiWbpv,A,16,Human,0,4,5.0,4.0,0.25,0.0625,-0.4475862068965517,-1.0086206896551726
R_84GcHMb6rEiWbpv,A,17,AI,1,2,5.2,4.0,0.75,0.0625,-0.24758620689655153,-1.0086206896551726
R_84GcHMb6rEiWbpv,A,18,Human,0,2,5.2,4.0,0.75,0.5625,-0.24758620689655153,-1.0086206896551726
R_84GcHMb6rEiWbpv,A,19,AI,1,4,4.6,5.666666666666667,0.25,0.5625,-0.8475862068965521,0.6580459770114944
R_84GcHMb6rEiWbpv,A,20,Human,0,3,4.6,4.0,0.5,0.25,-0.8475862068965521,-1.0086206896551726
R_2iaRcatuU5RszWF,B,1,Human,0,1,4.8,3.6666666666666665,1.0,1.0,-0.6475862068965519,-1.341954022988506
R_2iaRcatuU5RszWF,B,2,AI,1,4,6.2,5.666666666666667,0.25,0.5625,0.7524137931034485,0.6580459770114944
R_2iaRcatuU5RszWF,B,3,Human,0,2,5.2,4.0,0.75,0.5625,-0.24758620689655153,-1.0086206896551726
R_2iaRcatuU5RszWF,B,4,AI,1,2,6.4,5.0,0.75,0.0625,0.9524137931034486,-0.008620689655172598
R_2iaRcatuU5RszWF,B,5,Human,0,2,4.8,4.333333333333333,0.75,0.5625,-0.6475862068965519,-0.6752873563218396
R_2iaRcatuU5RszWF,B,6,AI,1,3,6.2,5.666666666666667,0.5,0.25,0.7524137931034485,0.6580459770114944
R_2iaRcatuU5RszWF,B,7,Human,0,3,5.2,5.0,0.5,0.25,-0.24758620689655153,-0.008620689655172598
R_2iaRcatuU5RszWF,B,8,AI,1,3,6.6,5.666666666666667,0.5,0.25,1.152413793103448,0.6580459770114944
R_2iaRcatuU5RszWF,B,9,Human,0,1,4.8,4.0,1.0,1.0,-0.6475862068965519,-1.0086206896551726
R_2iaRcatuU5RszWF,B,10,AI,1,1,6.0,5.666666666666667,1.0,0.0,0.5524137931034483,0.6580459770114944
R_2iaRcatuU5RszWF,B,11,Human,0,2,5.4,4.333333333333333,0.75,0.5625,-0.04758620689655135,-0.6752873563218396
R_2iaRcatuU5RszWF,B,12,AI,1,4,6.6,5.666666666666667,0.25,0.5625,1.152413793103448,0.6580459770114944
R_2iaRcatuU5RszWF,B,13,Human,0,4,5.2,4.333333333333333,0.25,0.0625,-0.24758620689655153,-0.6752873563218396
R_2iaRcatuU5RszWF,B,14,AI,1,2,5.2,4.666666666666667,0.75,0.0625,-0.24758620689655153,-0.34195402298850563
R_2iaRcatuU5RszWF,B,15,Human,0,2,5.0,4.666666666666667,0.75,0.5625,-0.4475862068965517,-0.34195402298850563
R_2iaRcatuU5RszWF,B,16,AI,1,2,5.0,4.666666666666667,0.75,0.0625,-0.4475862068965517,-0.34195402298850563
R_2iaRcatuU5RszWF,B,17,Human,0,1,5.4,4.333333333333333,1.0,1.0,-0.04758620689655135,-0.6752873563218396
R_2iaRcatuU5RszWF,B,18,AI,1,4,5.8,5.333333333333333,0.25,0.5625,0.3524137931034481,0.32471264367816044
R_2iaRcatuU5RszWF,B,19,Human,0,2,4.4,5.0,0.75,0.5625,-1.0475862068965514,-0.008620689655172598
R_2iaRcatuU5RszWF,B,20,AI,1,4,5.0,4.666666666666667,0.25,0.5625,-0.4475862068965517,-0.34195402298850563
R_8eBWSC7INvfFeud,A,1,AI,1,2,6.6,5.333333333333333,0.75,0.0625,1.152413793103448,0.32471264367816044
R_8eBWSC7INvfFeud,A,2,Human,0,2,6.4,4.333333333333333,0.75,0.5625,0.9524137931034486,-0.6752873563218396
R_8eBWSC7INvfFeud,A,3,AI,1,2,6.8,4.666666666666667,0.75,0.0625,1.3524137931034481,-0.34195402298850563
R_8eBWSC7INvfFeud,A,4,Human,0,5,6.2,4.0,0.0,0.0,0.7524137931034485,-1.0086206896551726
R_8eBWSC7INvfFeud,A,5,AI,1,5,6.6,4.333333333333333,0.0,1.0,1.152413793103448,-0.6752873563218396
R_8eBWSC7INvfFeud,A,6,Human,0,4,5.6,3.0,0.25,0.0625,0.15241379310344794,-2.0086206896551726
R_8eBWSC7INvfFeud,A,7,AI,1,2,6.6,3.6666666666666665,0.75,0.0625,1.152413793103448,-1.341954022988506
R_8eBWSC7INvfFeud,A,8,Human,0,2,6.2,3.0,0.75,0.5625,0.7524137931034485,-2.0086206896551726
R_8eBWSC7INvfFeud,A,9,AI,1,2,6.4,4.666666666666667,0.75,0.0625,0.9524137931034486,-0.34195402298850563
R_8eBWSC7INvfFeud,A,10,Human,0,4,5.2,3.6666666666666665,0.25,0.0625,-0.24758620689655153,-1.341954022988506
R_8eBWSC7INvfFeud,A,11,AI,1,4,6.8,4.333333333333333,0.25,0.5625,1.3524137931034481,-0.6752873563218396
R_8eBWSC7INvfFeud,A,12,Human,0,2,5.4,3.6666666666666665,0.75,0.5625,-0.04758620689655135,-1.341954022988506
R_8eBWSC7INvfFeud,A,13,AI,1,1,7.0,4.666666666666667,1.0,0.0,1.5524137931034483,-0.34195402298850563
R_8eBWSC7INvfFeud,A,14,Human,0,2,5.8,3.6666666666666665,0.75,0.5625,0.3524137931034481,-1.341954022988506
R_8eBWSC7INvfFeud,A,15,AI,1,4,5.2,4.333333333333333,0.25,0.5625,-0.24758620689655153,-0.6752873563218396
R_8eBWSC7INvfFeud,A,16,Human,0,2,5.6,4.333333333333333,0.75,0.5625,0.15241379310344794,-0.6752873563218396
R_8eBWSC7INvfFeud,A,17,AI,1,2,6.0,3.3333333333333335,0.75,0.0625,0.5524137931034483,-1.6752873563218391
R_8eBWSC7INvfFeud,A,18,Human,0,3,6.4,3.3333333333333335,0.5,0.25,0.9524137931034486,-1.6752873563218391
R_8eBWSC7INvfFeud,A,19,AI,1,4,4.4,6.0,0.25,0.5625,-1.0475862068965514,0.9913793103448274
R_8eBWSC7INvfFeud,A,20,Human,0,4,5.6,3.6666666666666665,0.25,0.0625,0.15241379310344794,-1.341954022988506
R_82Ge962VV3XPL2J,A,1,AI,1,4,6.8,5.666666666666667,0.25,0.5625,1.3524137931034481,0.6580459770114944
R_82Ge962VV3XPL2J,A,2,Human,0,4,5.6,5.333333333333333,0.25,0.0625,0.15241379310344794,0.32471264367816044
R_82Ge962VV3XPL2J,A,3,AI,1,5,6.8,4.666666666666667,0.0,1.0,1.3524137931034481,-0.34195402298850563
R_82Ge962VV3XPL2J,A,4,Human,0,2,5.8,4.666666666666667,0.75,0.5625,0.3524137931034481,-0.34195402298850563
R_82Ge962VV3XPL2J,A,5,AI,1,1,6.8,5.0,1.0,0.0,1.3524137931034481,-0.008620689655172598
R_82Ge962VV3XPL2J,A,6,Human,0,3,6.0,4.666666666666667,0.5,0.25,0.5524137931034483,-0.34195402298850563
R_82Ge962VV3XPL2J,A,7,AI,1,5,6.4,5.0,0.0,1.0,0.9524137931034486,-0.008620689655172598
R_82Ge962VV3XPL2J,A,8,Human,0,4,5.6,5.333333333333333,0.25,0.0625,0.15241379310344794,0.32471264367816044
R_82Ge962VV3XPL2J,A,9,AI,1,2,6.8,5.333333333333333,0.75,0.0625,1.3524137931034481,0.32471264367816044
R_82Ge962VV3XPL2J,A,10,Human,0,4,6.2,4.666666666666667,0.25,0.0625,0.7524137931034485,-0.34195402298850563
R_82Ge962VV3XPL2J,A,11,AI,1,1,6.4,5.333333333333333,1.0,0.0,0.9524137931034486,0.32471264367816044
R_82Ge962VV3XPL2J,A,12,Human,0,5,5.8,4.666666666666667,0.0,0.0,0.3524137931034481,-0.34195402298850563
R_82Ge962VV3XPL2J,A,13,AI,1,2,6.8,5.333333333333333,0.75,0.0625,1.3524137931034481,0.32471264367816044
R_82Ge962VV3XPL2J,A,14,Human,0,5,5.8,4.333333333333333,0.0,0.0,0.3524137931034481,-0.6752873563218396
R_82Ge962VV3XPL2J,A,15,AI,1,4,6.0,4.666666666666667,0.25,0.5625,0.5524137931034483,-0.34195402298850563
R_82Ge962VV3XPL2J,A,16,Human,0,3,5.4,4.333333333333333,0.5,0.25,-0.04758620689655135,-0.6752873563218396
R_82Ge962VV3XPL2J,A,17,AI,1,2,6.0,4.666666666666667,0.75,0.0625,0.5524137931034483,-0.34195402298850563
R_82Ge962VV3XPL2J,A,18,Human,0,2,5.8,4.333333333333333,0.75,0.5625,0.3524137931034481,-0.6752873563218396
R_82Ge962VV3XPL2J,A,19,AI,1,3,5.2,6.0,0.5,0.25,-0.24758620689655153,0.9913793103448274
R_82Ge962VV3XPL2J,A,20,Human,0,4,6.0,4.666666666666667,0.25,0.0625,0.5524137931034483,-0.34195402298850563
R_27mZpAeB8TUIDtL,B,1,Human,0,1,4.2,5.666666666666667,1.0,1.0,-1.2475862068965515,0.6580459770114944
R_27mZpAeB8TUIDtL,B,2,AI,1,3,5.6,6.0,0.5,0.25,0.15241379310344794,0.9913793103448274
R_27mZpAeB8TUIDtL,B,3,Human,0,2,4.2,6.0,0.75,0.5625,-1.2475862068965515,0.9913793103448274
R_27mZpAeB8TUIDtL,B,4,AI,1,1,6.0,6.0,1.0,0.0,0.5524137931034483,0.9913793103448274
R_27mZpAeB8TUIDtL,B,5,Human,0,4,4.0,5.0,0.25,0.0625,-1.4475862068965517,-0.008620689655172598
R_27mZpAeB8TUIDtL,B,6,AI,1,3,6.2,6.333333333333333,0.5,0.25,0.7524137931034485,1.3247126436781604
R_27mZpAeB8TUIDtL,B,7,Human,0,3,4.4,5.666666666666667,0.5,0.25,-1.0475862068965514,0.6580459770114944
R_27mZpAeB8TUIDtL,B,8,AI,1,2,6.4,6.333333333333333,0.75,0.0625,0.9524137931034486,1.3247126436781604
R_27mZpAeB8TUIDtL,B,9,Human,0,3,4.2,5.0,0.5,0.25,-1.2475862068965515,-0.008620689655172598
R_27mZpAeB8TUIDtL,B,10,AI,1,5,5.6,6.0,0.0,1.0,0.15241379310344794,0.9913793103448274
R_27mZpAeB8TUIDtL,B,11,Human,0,5,4.4,5.0,0.0,0.0,-1.0475862068965514,-0.008620689655172598
R_27mZpAeB8TUIDtL,B,12,AI,1,4,5.8,6.333333333333333,0.25,0.5625,0.3524137931034481,1.3247126436781604
R_27mZpAeB8TUIDtL,B,13,Human,0,2,4.2,5.666666666666667,0.75,0.5625,-1.2475862068965515,0.6580459770114944
R_27mZpAeB8TUIDtL,B,14,AI,1,4,4.6,5.333333333333333,0.25,0.5625,-0.8475862068965521,0.32471264367816044
R_27mZpAeB8TUIDtL,B,15,Human,0,2,5.0,5.666666666666667,0.75,0.5625,-0.4475862068965517,0.6580459770114944
R_27mZpAeB8TUIDtL,B,16,AI,1,2,4.4,6.333333333333333,0.75,0.0625,-1.0475862068965514,1.3247126436781604
R_27mZpAeB8TUIDtL,B,17,Human,0,3,4.0,4.666666666666667,0.5,0.25,-1.4475862068965517,-0.34195402298850563
R_27mZpAeB8TUIDtL,B,18,AI,1,1,6.2,6.333333333333333,1.0,0.0,0.7524137931034485,1.3247126436781604
R_27mZpAeB8TUIDtL,B,19,Human,0,3,4.6,4.666666666666667,0.5,0.25,-0.8475862068965521,-0.34195402298850563
R_27mZpAeB8TUIDtL,B,20,AI,1,3,4.6,5.666666666666667,0.5,0.25,-0.8475862068965521,0.6580459770114944
R_8nGm0VIkK78BTCM,B,1,Human,0,1,5.8,5.666666666666667,1.0,1.0,0.3524137931034481,0.6580459770114944
R_8nGm0VIkK78BTCM,B,2,AI,1,3,7.0,6.333333333333333,0.5,0.25,1.5524137931034483,1.3247126436781604
R_8nGm0VIkK78BTCM,B,3,Human,0,2,6.0,6.0,0.75,0.5625,0.5524137931034483,0.9913793103448274
R_8nGm0VIkK78BTCM,B,4,AI,1,4,6.6,7.0,0.25,0.5625,1.152413793103448,1.9913793103448274
R_8nGm0VIkK78BTCM,B,5,Human,0,5,5.6,6.0,0.0,0.0,0.15241379310344794,0.9913793103448274
R_8nGm0VIkK78BTCM,B,6,AI,1,2,6.6,6.666666666666667,0.75,0.0625,1.152413793103448,1.6580459770114944
R_8nGm0VIkK78BTCM,B,7,Human,0,2,5.8,6.0,0.75,0.5625,0.3524137931034481,0.9913793103448274
R_8nGm0VIkK78BTCM,B,8,AI,1,3,6.8,6.333333333333333,0.5,0.25,1.3524137931034481,1.3247126436781604
R_8nGm0VIkK78BTCM,B,9,Human,0,3,5.8,5.0,0.5,0.25,0.3524137931034481,-0.008620689655172598
R_8nGm0VIkK78BTCM,B,10,AI,1,1,6.8,5.666666666666667,1.0,0.0,1.3524137931034481,0.6580459770114944
R_8nGm0VIkK78BTCM,B,11,Human,0,5,6.2,5.333333333333333,0.0,0.0,0.7524137931034485,0.32471264367816044
R_8nGm0VIkK78BTCM,B,12,AI,1,4,6.2,6.333333333333333,0.25,0.5625,0.7524137931034485,1.3247126436781604
R_8nGm0VIkK78BTCM,B,13,Human,0,1,5.6,5.0,1.0,1.0,0.15241379310344794,-0.008620689655172598
R_8nGm0VIkK78BTCM,B,14,AI,1,2,5.8,5.333333333333333,0.75,0.0625,0.3524137931034481,0.32471264367816044
R_8nGm0VIkK78BTCM,B,15,Human,0,3,6.2,5.666666666666667,0.5,0.25,0.7524137931034485,0.6580459770114944
R_8nGm0VIkK78BTCM,B,16,AI,1,2,5.8,5.0,0.75,0.0625,0.3524137931034481,-0.008620689655172598
R_8nGm0VIkK78BTCM,B,17,Human,0,3,5.8,5.0,0.5,0.25,0.3524137931034481,-0.008620689655172598
R_8nGm0VIkK78BTCM,B,18,AI,1,4,6.8,6.333333333333333,0.25,0.5625,1.3524137931034481,1.3247126436781604
R_8nGm0VIkK78BTCM,B,19,Human,0,5,5.2,5.666666666666667,0.0,0.0,-0.24758620689655153,0.6580459770114944
R_8nGm0VIkK78BTCM,B,20,AI,1,3,5.8,5.0,0.5,0.25,0.3524137931034481,-0.008620689655172598
R_8fyKbHebII1uXap,A,1,AI,1,4,6.8,6.666666666666667,0.25,0.5625,1.3524137931034481,1.6580459770114944
R_8fyKbHebII1uXap,A,2,Human,0,5,5.6,4.666666666666667,0.0,0.0,0.15241379310344794,-0.34195402298850563
R_8fyKbHebII1uXap,A,3,AI,1,4,6.4,6.333333333333333,0.25,0.5625,0.9524137931034486,1.3247126436781604
R_8fyKbHebII1uXap,A,4,Human,0,5,5.4,5.0,0.0,0.0,-0.04758620689655135,-0.008620689655172598
R_8fyKbHebII1uXap,A,5,AI,1,5,5.6,6.333333333333333,0.0,1.0,0.15241379310344794,1.3247126436781604
R_8fyKbHebII1uXap,A,6,Human,0,1,5.2,5.333333333333333,1.0,1.0,-0.24758620689655153,0.32471264367816044
R_8fyKbHebII1uXap,A,7,AI,1,3,6.6,6.0,0.5,0.25,1.152413793103448,0.9913793103448274
R_8fyKbHebII1uXap,A,8,Human,0,4,5.2,5.0,0.25,0.0625,-0.24758620689655153,-0.008620689655172598
R_8fyKbHebII1uXap,A,9,AI,1,5,6.8,6.0,0.0,1.0,1.3524137931034481,0.9913793103448274
R_8fyKbHebII1uXap,A,10,Human,0,5,5.2,5.333333333333333,0.0,0.0,-0.24758620689655153,0.32471264367816044
R_8fyKbHebII1uXap,A,11,AI,1,5,6.8,5.666666666666667,0.0,1.0,1.3524137931034481,0.6580459770114944
R_8fyKbHebII1uXap,A,12,Human,0,3,5.0,5.333333333333333,0.5,0.25,-0.4475862068965517,0.32471264367816044
R_8fyKbHebII1uXap,A,13,AI,1,3,6.6,6.666666666666667,0.5,0.25,1.152413793103448,1.6580459770114944
R_8fyKbHebII1uXap,A,14,Human,0,2,5.8,5.0,0.75,0.5625,0.3524137931034481,-0.008620689655172598
R_8fyKbHebII1uXap,A,15,AI,1,2,5.4,5.333333333333333,0.75,0.0625,-0.04758620689655135,0.32471264367816044
R_8fyKbHebII1uXap,A,16,Human,0,4,5.8,4.666666666666667,0.25,0.0625,0.3524137931034481,-0.34195402298850563
R_8fyKbHebII1uXap,A,17,AI,1,3,5.6,4.666666666666667,0.5,0.25,0.15241379310344794,-0.34195402298850563
R_8fyKbHebII1uXap,A,18,Human,0,5,5.6,5.0,0.0,0.0,0.15241379310344794,-0.008620689655172598
R_8fyKbHebII1uXap,A,19,AI,1,4,4.8,6.0,0.25,0.5625,-0.6475862068965519,0.9913793103448274
R_8fyKbHebII1uXap,A,20,Human,0,5,5.4,5.666666666666667,0.0,0.0,-0.04758620689655135,0.6580459770114944
R_2qsQn6HyVUxnFGq,A,1,AI,1,4,6.4,5.0,0.25,0.5625,0.9524137931034486,-0.008620689655172598
R_2qsQn6HyVUxnFGq,A,2,Human,0,1,4.8,4.333333333333333,1.0,1.0,-0.6475862068965519,-0.6752873563218396
R_2qsQn6HyVUxnFGq,A,3,AI,1,1,6.4,5.0,1.0,0.0,0.9524137931034486,-0.008620689655172598
R_2qsQn6HyVUxnFGq,A,4,Human,0,5,4.8,4.0,0.0,0.0,-0.6475862068965519,-1.0086206896551726
R_2qsQn6HyVUxnFGq,A,5,AI,1,4,6.6,4.666666666666667,0.25,0.5625,1.152413793103448,-0.34195402298850563
R_2qsQn6HyVUxnFGq,A,6,Human,0,1,5.0,5.333333333333333,1.0,1.0,-0.4475862068965517,0.32471264367816044
R_2qsQn6HyVUxnFGq,A,7,AI,1,2,6.8,6.0,0.75,0.0625,1.3524137931034481,0.9913793103448274
R_2qsQn6HyVUxnFGq,A,8,Human,0,2,5.0,4.666666666666667,0.75,0.5625,-0.4475862068965517,-0.34195402298850563
R_2qsQn6HyVUxnFGq,A,9,AI,1,3,6.2,5.666666666666667,0.5,0.25,0.7524137931034485,0.6580459770114944
R_2qsQn6HyVUxnFGq,A,10,Human,0,2,4.8,4.666666666666667,0.75,0.5625,-0.6475862068965519,-0.34195402298850563
R_2qsQn6HyVUxnFGq,A,11,AI,1,1,6.4,5.0,1.0,0.0,0.9524137931034486,-0.008620689655172598
R_2qsQn6HyVUxnFGq,A,12,Human,0,2,4.6,4.333333333333333,0.75,0.5625,-0.8475862068965521,-0.6752873563218396
R_2qsQn6HyVUxnFGq,A,13,AI,1,4,6.0,5.666666666666667,0.25,0.5625,0.5524137931034483,0.6580459770114944
R_2qsQn6HyVUxnFGq,A,14,Human,0,4,5.0,4.0,0.25,0.0625,-0.4475862068965517,-1.0086206896551726
R_2qsQn6HyVUxnFGq,A,15,AI,1,2,5.0,4.333333333333333,0.75,0.0625,-0.4475862068965517,-0.6752873563218396
R_2qsQn6HyVUxnFGq,A,16,Human,0,2,5.4,4.666666666666667,0.75,0.5625,-0.04758620689655135,-0.34195402298850563
R_2qsQn6HyVUxnFGq,A,17,AI,1,4,5.2,4.0,0.25,0.5625,-0.24758620689655153,-1.0086206896551726
R_2qsQn6HyVUxnFGq,A,18,Human,0,2,5.0,5.0,0.75,0.5625,-0.4475862068965517,-0.008620689655172598
R_2qsQn6HyVUxnFGq,A,19,AI,1,3,4.8,6.0,0.5,0.25,-0.6475862068965519,0.9913793103448274
R_2qsQn6HyVUxnFGq,A,20,Human,0,2,5.4,4.666666666666667,0.75,0.5625,-0.04758620689655135,-0.34195402298850563
R_8nhufakjObhOVY5,B,1,Human,0,5,4.2,4.333333333333333,0.0,0.0,-1.2475862068965515,-0.6752873563218396
R_8nhufakjObhOVY5,B,2,AI,1,2,5.6,5.666666666666667,0.75,0.0625,0.15241379310344794,0.6580459770114944
R_8nhufakjObhOVY5,B,3,Human,0,5,4.8,4.333333333333333,0.0,0.0,-0.6475862068965519,-0.6752873563218396
R_8nhufakjObhOVY5,B,4,AI,1,5,5.0,5.666666666666667,0.0,1.0,-0.4475862068965517,0.6580459770114944
R_8nhufakjObhOVY5,B,5,Human,0,4,4.2,5.0,0.25,0.0625,-1.2475862068965515,-0.008620689655172598
R_8nhufakjObhOVY5,B,6,AI,1,1,5.6,6.0,1.0,0.0,0.15241379310344794,0.9913793103448274
R_8nhufakjObhOVY5,B,7,Human,0,2,4.2,4.666666666666667,0.75,0.5625,-1.2475862068965515,-0.34195402298850563
R_8nhufakjObhOVY5,B,8,AI,1,3,5.0,4.666666666666667,0.5,0.25,-0.4475862068965517,-0.34195402298850563
R_8nhufakjObhOVY5,B,9,Human,0,5,4.2,4.333333333333333,0.0,0.0,-1.2475862068965515,-0.6752873563218396
R_8nhufakjObhOVY5,B,10,AI,1,4,5.6,6.0,0.25,0.5625,0.15241379310344794,0.9913793103448274
R_8nhufakjObhOVY5,B,11,Human,0,4,4.4,4.666666666666667,0.25,0.0625,-1.0475862068965514,-0.34195402298850563
R_8nhufakjObhOVY5,B,12,AI,1,4,5.4,5.666666666666667,0.25,0.5625,-0.04758620689655135,0.6580459770114944
R_8nhufakjObhOVY5,B,13,Human,0,2,4.2,4.666666666666667,0.75,0.5625,-1.2475862068965515,-0.34195402298850563
R_8nhufakjObhOVY5,B,14,AI,1,2,4.4,4.0,0.75,0.0625,-1.0475862068965514,-1.0086206896551726
R_8nhufakjObhOVY5,B,15,Human,0,1,4.6,4.333333333333333,1.0,1.0,-0.8475862068965521,-0.6752873563218396
R_8nhufakjObhOVY5,B,16,AI,1,4,4.4,4.666666666666667,0.25,0.5625,-1.0475862068965514,-0.34195402298850563
R_8nhufakjObhOVY5,B,17,Human,0,3,4.0,4.333333333333333,0.5,0.25,-1.4475862068965517,-0.6752873563218396
R_8nhufakjObhOVY5,B,18,AI,1,4,5.6,5.0,0.25,0.5625,0.15241379310344794,-0.008620689655172598
R_8nhufakjObhOVY5,B,19,Human,0,5,4.0,3.6666666666666665,0.0,0.0,-1.4475862068965517,-1.341954022988506
R_8nhufakjObhOVY5,B,20,AI,1,2,4.4,4.666666666666667,0.75,0.0625,-1.0475862068965514,-0.34195402298850563
R_8pMe77doIqWlSSo,B,1,Human,0,4,5.6,3.3333333333333335,0.25,0.0625,0.15241379310344794,-1.6752873563218391
R_8pMe77doIqWlSSo,B,2,AI,1,2,6.0,4.666666666666667,0.75,0.0625,0.5524137931034483,-0.34195402298850563
R_8pMe77doIqWlSSo,B,3,Human,0,4,5.8,3.0,0.25,0.0625,0.3524137931034481,-2.0086206896551726
R_8pMe77doIqWlSSo,B,4,AI,1,4,6.4,3.3333333333333335,0.25,0.5625,0.9524137931034486,-1.6752873563218391
R_8pMe77doIqWlSSo,B,5,Human,0,2,4.6,2.6666666666666665,0.75,0.5625,-0.8475862068965521,-2.341954022988506
R_8pMe77doIqWlSSo,B,6,AI,1,5,5.6,5.0,0.0,1.0,0.15241379310344794,-0.008620689655172598
R_8pMe77doIqWlSSo,B,7,Human,0,3,5.4,3.3333333333333335,0.5,0.25,-0.04758620689655135,-1.6752873563218391
R_8pMe77doIqWlSSo,B,8,AI,1,5,6.2,3.0,0.0,1.0,0.7524137931034485,-2.0086206896551726
R_8pMe77doIqWlSSo,B,9,Human,0,1,4.8,4.0,1.0,1.0,-0.6475862068965519,-1.0086206896551726
R_8pMe77doIqWlSSo,B,10,AI,1,1,6.4,4.0,1.0,0.0,0.9524137931034486,-1.0086206896551726
R_8pMe77doIqWlSSo,B,11,Human,0,5,4.6,3.3333333333333335,0.0,0.0,-0.8475862068965521,-1.6752873563218391
R_8pMe77doIqWlSSo,B,12,AI,1,4,6.0,4.666666666666667,0.25,0.5625,0.5524137931034483,-0.34195402298850563
R_8pMe77doIqWlSSo,B,13,Human,0,1,4.8,4.0,1.0,1.0,-0.6475862068965519,-1.0086206896551726
R_8pMe77doIqWlSSo,B,14,AI,1,2,5.4,4.0,0.75,0.0625,-0.04758620689655135,-1.0086206896551726
R_8pMe77doIqWlSSo,B,15,Human,0,1,4.6,3.3333333333333335,1.0,1.0,-0.8475862068965521,-1.6752873563218391
R_8pMe77doIqWlSSo,B,16,AI,1,2,5.0,4.0,0.75,0.0625,-0.4475862068965517,-1.0086206896551726
R_8pMe77doIqWlSSo,B,17,Human,0,2,5.4,3.0,0.75,0.5625,-0.04758620689655135,-2.0086206896551726
R_8pMe77doIqWlSSo,B,18,AI,1,1,6.0,4.0,1.0,0.0,0.5524137931034483,-1.0086206896551726
R_8pMe77doIqWlSSo,B,19,Human,0,4,3.6,6.0,0.25,0.0625,-1.8475862068965516,0.9913793103448274
R_8pMe77doIqWlSSo,B,20,AI,1,3,5.4,3.3333333333333335,0.5,0.25,-0.04758620689655135,-1.6752873563218391
R_21Bd74tjLstZ6QV,A,1,AI,1,2,6.6,4.666666666666667,0.75,0.0625,1.152413793103448,-0.34195402298850563
R_21Bd74tjLstZ6QV,A,2,Human,0,5,5.2,2.6666666666666665,0.0,0.0,-0.24758620689655153,-2.341954022988506
R_21Bd74tjLstZ6QV,A,3,AI,1,1,6.4,3.3333333333333335,1.0,0.0,0.9524137931034486,-1.6752873563218391
R_21Bd74tjLstZ6QV,A,4,Human,0,2,5.6,3.3333333333333335,0.75,0.5625,0.15241379310344794,-1.6752873563218391
R_21Bd74tjLstZ6QV,A,5,AI,1,2,6.2,4.333333333333333,0.75,0.0625,0.7524137931034485,-0.6752873563218396
R_21Bd74tjLstZ6QV,A,6,Human,0,3,5.4,3.3333333333333335,0.5,0.25,-0.04758620689655135,-1.6752873563218391
R_21Bd74tjLstZ6QV,A,7,AI,1,5,6.6,4.666666666666667,0.0,1.0,1.152413793103448,-0.34195402298850563
R_21Bd74tjLstZ6QV,A,8,Human,0,2,5.8,4.333333333333333,0.75,0.5625,0.3524137931034481,-0.6752873563218396
R_21Bd74tjLstZ6QV,A,9,AI,1,2,6.4,3.3333333333333335,0.75,0.0625,0.9524137931034486,-1.6752873563218391
R_21Bd74tjLstZ6QV,A,10,Human,0,4,5.0,4.0,0.25,0.0625,-0.4475862068965517,-1.0086206896551726
R_21Bd74tjLstZ6QV,A,11,AI,1,5,6.6,4.0,0.0,1.0,1.152413793103448,-1.0086206896551726
R_21Bd74tjLstZ6QV,A,12,Human,0,3,5.2,4.0,0.5,0.25,-0.24758620689655153,-1.0086206896551726
R_21Bd74tjLstZ6QV,A,13,AI,1,1,6.6,4.0,1.0,0.0,1.152413793103448,-1.0086206896551726
R_21Bd74tjLstZ6QV,A,14,Human,0,2,5.2,4.0,0.75,0.5625,-0.24758620689655153,-1.0086206896551726
R_21Bd74tjLstZ6QV,A,15,AI,1,2,5.0,2.6666666666666665,0.75,0.0625,-0.4475862068965517,-2.341954022988506
R_21Bd74tjLstZ6QV,A,16,Human,0,4,5.6,3.6666666666666665,0.25,0.0625,0.15241379310344794,-1.341954022988506
R_21Bd74tjLstZ6QV,A,17,AI,1,4,5.6,3.0,0.25,0.5625,0.15241379310344794,-2.0086206896551726
R_21Bd74tjLstZ6QV,A,18,Human,0,2,5.6,4.0,0.75,0.5625,0.15241379310344794,-1.0086206896551726
R_21Bd74tjLstZ6QV,A,19,AI,1,3,4.2,5.333333333333333,0.5,0.25,-1.2475862068965515,0.32471264367816044
R_21Bd74tjLstZ6QV,A,20,Human,0,2,5.0,3.0,0.75,0.5625,-0.4475862068965517,-2.0086206896551726
